x,y,area,mounded,volume,moud_vol,elev
772192.87,4121305.8,60700,,, , 
772200.69,4073235.8,220400,40000,189787.5,112317.5,2.8
772204.95,4102863.3,85950,600,23820.25,1503.7,2.51
772215.54,4063798.4,144275,,, , 
772244.95,4074528.3,64250,12450,32792.5,20525.25,1.65
772272.91,4074498.5,64250,11500,32675,18040,1.57
772275.48,4084435.8,109900,19350,21793,36230,1.87
772294.95,4071563.3,2525,,246.48, , 
772300.51,4059543.3,74275,7000,9072.25,10113.5,1.44
772306.56,4124183.8,135150,9850,16419,27370,2.78
772307.82,4103143.3,109500,,, , 
772310.62,4094981.7,41025,11250,60780,35830,3.18
772328.1,4071460.8,79650,400,,538.85,1.35
772387.81,4079218.3,214050,7050,,34600,4.91
772393.48,4093945.9,88025,13850,166445,78147.5,5.64
772394.95,4079043.3,4250,,, , 
772412.27,4100377,56375,8075,41357.5,19973.25,2.47
772415.21,4061240.8,130700,3175,10710.5,4706.5,1.48
772434.95,4055863.3,2850,25,491.325,24.641,0.986
772445.29,4066613.3,144075,525,,878.675,1.67
772469.78,4076612.1,302800,1425,,2931.5,2.06
772469.95,4121008.3,9575,,3417, , 
772489.95,4066723.3,144075,675,,1262.225,1.87
772497.97,4058141,219200,6625,,13112,1.98
772550.21,4081653.3,29275,,7359.75, , 
772561.58,4093803.4,97375,1675,17473.5,8415.75,5.02
772565.47,4049163.3,122325,13000,55632.5,23528,1.81
772595.36,4073750.8,57675,1300,6099,1975.425,1.52
772611.15,4094063.4,63075,325,,1371.9,4.22
772637.98,4082578.4,217425,14600,13568.5,29752.5,2.04
772665.39,4097242.5,123900,5725,23264.25,19221.5,3.36
772669.95,4080498.3,7875,,, , 
772698.19,4093483.4,68175,,, , 
772725.67,4072103.3,173950,3225,,5699,1.77
772770.26,4098173.3,33975,425,679.675,1134.925,2.67
772775.31,4071515.8,31775,,, , 
772785.53,4070763.4,74525,,10076.5, , 
772800.12,4078855.8,244925,9400,,25997.5,2.77
772825.49,4086583.4,124575,13750,32705,41610,3.03
772871.31,4090901.2,250550,1550,,3948.75,2.55
772971.44,4094994.4,63325,950,,3130.75,3.3
772993.27,4074956,53475,,34305, , 
773009.95,4102843.3,6050,75,2842.25,154.4275,2.06
773034.72,4117240.4,265850,11875,,77607.5,6.54
773045.37,4121530.7,118225,75,,214.185,2.86
773091.82,4097581.3,219675,,, , 
773129.95,4078898.3,244475,9625,4015.75,25702.5,2.67
773145.41,4095193.3,85825,,, , 
773190.26,4084620.8,215450,34500,51440,139485,4.04
773209.95,4087163.3,7925,,, , 
773210.01,4101815.2,428775,100,,257.775,2.58
773217.76,4051675.8,235225,3400,,7766,2.28
773240.49,4085560.8,24450,,, , 
773242.96,4053763.3,303275,7525,,13700.75,1.82
773252.8,4059925.8,192750,150,,297.025,1.98
773284.95,4086028.3,25400,10750,33082.5,21233.25,1.98
773292.41,4119235.2,53475,7000,14929.25,22324.25,3.19
773337.76,4074630.8,44850,,, , 
773362.53,4074230.8,47225,,, , 
773380.22,4061905.9,689675,89500,423375,198415,2.22
773425.07,4065965.9,93675,875,53137.5,1255.7,1.44
773434.95,4087378.3,7500,,, , 
773458.29,4094846.7,20450,,6324, , 
773492.85,4055458.3,169475,8650,,21296.5,2.46
773499.05,4122999.9,167600,16250,12934,61325,3.77
773514.95,4094818.3,225,,, , 
773520.53,4098256.6,34525,3325,,10002.5,3.01
773529.95,4081328.3,8025,,, , 
773539.18,4093467.6,39675,,, , 
773563.99,4108562.9,430800,48250,118545,260450,5.4
773602.69,4052680.8,55275,,, , 
773620.05,4078343.3,109000,9850,,27635,2.81
773622.71,4072958.4,787700,320000,1335550,1046100,3.27
773632.23,4095128.8,64475,250,,527.05,2.11
773640.31,4049715.8,110875,,, , 
773642.76,4074290.8,64375,13050,43725,21229.25,1.63
773657.92,4096965.8,82475,,118632.5, , 
773659.95,4054323.3,7325,,3727.5, , 
773665.48,4065023.3,211875,3150,704.275,5606.5,1.78
773735.38,4047498.3,134075,1150,,1919.875,1.67
773736.54,4096631.7,13475,175,6950.25,456.575,2.61
773749.06,4091307.7,10000,,, , 
773820.41,4094138.3,100350,2025,118055,12648,6.25
773823.06,4095728.8,35400,6525,51780,27637.5,4.24
773882.84,4078033.3,88300,,31795, , 
773909.86,4093212.9,11350,,4421, , 
773939.95,4077463.3,7450,,, , 
773942.88,4083818.4,213050,,, , 
773950.24,4084345.8,71075,,47312.5, , 
773965.91,4113464.6,183875,18525,7566.5,115372.5,6.23
773975.82,4091927.2,56150,,, , 
773987.84,4097905.8,118825,5800,99007.5,22379.25,3.86
773992.54,4076913.5,43900,1775,6681.25,5196.25,2.93
774028.15,4094063.3,93025,,15938, , 
774074.13,4091751.3,28675,800,,1975.825,2.47
774074.95,4075828.3,41475,75,,188.485,2.51
774075.3,4094697.9,825200,45750,,283600,6.2
774093.12,4056880.8,59175,6800,51480,19445.5,2.86
774097.51,4085378.4,261375,49250,236002.5,133195,2.71
774097.82,4057623.3,421725,4025,79475,9895.25,2.46
774108.83,4071810.4,64825,,, , 
774161.22,4096157.4,17950,,, , 
774170.3,4089088.3,88725,8975,91125,29880,3.33
774217.76,4076200.8,47250,6675,31037.5,20305.25,3.04
774260.39,4082523.3,288825,90250,333975,278100,3.08
774309.95,4091923.3,24500,1225,31077.5,5370.75,4.38
774314.95,4100543.3,857325,10825,,55240,5.1
774315.27,4084080.9,109150,22175,48807.5,58652.5,2.65
774333.15,4100393.9,838500,22275,,88062.5,3.95
774352.69,4081735.8,24175,,5557.5, , 
774372.02,4094064.9,71900,10625,167452.5,46532.5,4.38
774374.95,4074823.3,7300,,, , 
774390.09,4071995.8,156775,,, , 
774401.89,4095203.1,53350,2850,,17204,6.04
774410.58,4095367.6,28250,9225,61812.5,42742.5,4.63
774428.57,4118846.2,143300,475,,1521.3,3.2
774432.78,4080250.9,260400,40000,96077.5,106795,2.68
774563.11,4073213.3,23725,725,18861,1255.325,1.73
774564.95,4112258.3,7925,75,,121.9725,1.63
774567.64,4120274.2,229775,7850,55792.5,30332.5,3.86
774571.77,4093070.9,47525,,, , 
774572.19,4095346.2,70850,5450,57875,29702.5,5.45
774601.91,4110197.5,152275,42000,351600,271325,6.45
774609.95,4070798.3,7525,,, , 
774639.95,4118363.3,9225,,, , 
774641.34,4095104.9,143025,,, , 
774650.2,4050925.9,528725,14325,27710,45725,3.19
774681.34,4105601.5,542925,14100,,119170,8.45
774702.58,4066673.3,341350,38000,111885,87887.5,2.32
774717.8,4097793.3,97150,575,194307.5,3254,5.66
774729.95,4118508.3,24850,100,900.725,404.3,4.04
774732.83,4053768.4,88050,5325,21091.5,13692.5,2.57
774755.31,4088055.8,103625,200,,586.95,2.93
774782.73,4093862,34425,225,3477.25,886.95,3.94
774794.8,4112934.4,194525,78750,692900,516850,6.55
774819.95,4049373.3,7800,,317.075, , 
774832.69,4073115.8,28500,,1109.575, , 
774832.85,4088920.8,233400,22400,209500,88780,3.96
774835.3,4091194.1,239975,5450,18606.25,24671.25,4.53
774875.31,4040915.8,306025,61250,473900,370525,6.04
774879.28,4095348.3,112475,925,,3478,3.76
774880.35,4052485.9,393775,56000,290175,265075,4.74
774896.07,4091554.1,80975,2200,22081.5,8199.5,3.73
774897.67,4067860.9,1052700,108750,,332400,3.06
774944.07,4093541.8,47475,950,54167.5,4358.5,4.59
774958.12,4096443.4,52025,875,4279.5,1844.75,2.11
775007.82,4079215.9,229025,18900,84100,40115,2.12
775014.95,4092458.3,3300,175,3429,450.175,2.57
775059.95,4118343.3,8025,,, , 
775060.36,4059473.4,187275,2375,,5141.25,2.16
775069.57,4095136.5,135575,7650,29605,32262.5,4.22
775088.67,4097219.5,32325,450,,1170.4,2.6
775110.07,4095605,15525,100,,338.5,3.39
775139.4,4093658.9,25700,375,,1865.7,4.98
775164.19,4097898.2,52225,6050,93810,26550,4.39
775172.72,4097611.1,56475,4200,85300,19605.25,4.67
775173,4063015.8,68175,1350,6851.25,2431.9,1.8
775193.94,4063493.3,79325,4650,21975.75,7606,1.64
775207.8,4095805.8,43525,2925,58910,11440.75,3.91
775210.98,4111982.5,55925,,, , 
775227.4,4099716.7,50675,,6066.75, , 
775237.92,4074098.3,102675,,, , 
775246.33,4098062.7,52275,2975,66507.5,11280.5,3.79
775259.44,4084235.8,90950,,, , 
775265.41,4094750.8,71175,200,30212.5,807.075,4.04
775277.92,4072700.8,49025,2250,4051.75,3107.5,1.38
775282.23,4055400.6,287100,47250,201852.5,106547.5,2.25
775292.83,4070363.3,28200,,5737.5, , 
775315.18,4095670.8,49325,7075,40135,30747.5,4.35
775369.95,4093363.3,91625,,31945, , 
775381.9,4057609.6,309775,7975,5407.25,25120,3.15
775462.95,4070662.4,261900,37750,265550,129052.5,3.41
775480.41,4075130.8,15600,,5017.25, , 
775500.26,4099910.8,62975,,, , 
775521.17,4094983.4,87000,12350,53257.5,57297.5,4.64
775530.23,4091743.1,147575,15650,74825,84360,5.39
775546.42,4094254.2,197650,4825,,27147.5,5.63
775557.58,4103563.9,155150,,, , 
775562.45,4084508.3,38950,2175,11262.75,3903,1.79
775590.23,4051983.2,108950,,28080, , 
775600.14,4092163.3,116875,7450,,35075,4.71
775615.41,4095325.8,95650,200,,824.175,4.12
775625.34,4081458.4,122500,575,,965.875,1.68
775635.41,4056225.9,147900,44250,75385,68915,1.56
775658.12,4098238.4,75550,4025,39415,14565,3.62
775687.98,4069330.8,102625,,, , 
775777.75,4093433.3,121550,9575,44165,41947.5,4.38
775780.07,4099845.9,67250,,27535, , 
775790.33,4095935.7,53625,5425,957.85,21455.25,3.95
775822.76,4093070.8,45150,,, , 
775834.15,4116727,23900,,, , 
775847.78,4062373.4,191450,7250,10670.5,13239.25,1.83
775852.83,4094883.3,59325,75,,300.7,4.01
775870.33,4095165.8,30525,5600,26222.5,18889.25,3.37
775915.83,4123238.9,279225,36500,312425,159382.5,4.37
775930.21,4096317.1,75450,3175,73322.5,11628.25,3.66
775948.23,4099273.3,98325,975,,3737,3.83
775951.86,4118126.2,149775,25250,76612.5,110190,4.37
775953.01,4094483.3,87525,3400,,14315.75,4.21
775985.22,4116411,23800,450,,803.025,1.78
775992.8,4078405.9,151300,28500,188532.5,101780,3.57
775999.23,4098889.5,44325,1600,,6092.25,3.81
776015.07,4099600.8,84250,18950,97055,77622.5,4.1
776029.95,4083083.3,8025,,, , 
776030.3,4097473.3,64750,,26152.5, , 
776034.63,4113614.7,54675,5275,17530.25,23304.5,4.42
776035.21,4076705.8,255975,43500,176100,175125,4.02
776037.82,4064563.3,72225,,, , 
776039.95,4116423.3,5900,75,,196.72,2.62
776042.37,4093972.9,246400,9375,,52417.5,5.59
776052.89,4096598.4,88200,13225,47925,50810,3.84
776095.41,4075218.4,55900,13000,72882.5,50967.5,3.92
776105.54,4092388.3,69300,2150,21990.5,9351.75,4.35
776108.37,4061110.9,146050,725,,2398.2,3.31
776132.96,4021180.8,218750,85250,640425,594950,6.98
776159.95,4119733.3,7425,,3168.5, , 
776160.3,4058175.9,333075,64500,306450,172600,2.67
776172.81,4099386.3,18975,400,,1002.925,2.51
776183.32,4102198.2,69700,11275,45677.5,35967.5,3.19
776187.63,4073111,391100,10950,100412.5,25040,2.29
776202.83,4066480.8,163850,6925,73435,13627.5,1.97
776209.76,4100205.9,78825,200,,665.275,3.33
776225.02,4098923.3,72300,,, , 
776232.88,4045998.4,395825,79000,470425,41342.5,5.23
776307.79,4098508.3,136425,7250,10006.5,23969.75,3.31
776325.22,4095958.3,38275,,4811, , 
776337.98,4054078.3,273775,24350,118462.5,82367.5,3.38
776337.99,4088823.3,65275,5150,11560.75,17953,3.49
776357.87,4088178.3,686050,91250,393675,456050,5
776370.2,4065513.1,47200,,, , 
776382.67,4052758.3,80450,350,33557.5,580.55,1.66
776382.7,4094928.3,94475,50,9675.5,143.5625,2.87
776387.91,4061318.3,158275,10425,,34687.5,3.33
776409.12,4096344,62425,,, , 
776415.31,4115478.3,264300,51750,809700,660825,12.7
776435.56,4094218.3,10950,,8216.5, , 
776452.89,4090765.8,75275,5600,163707.5,25247.5,4.51
776468.04,4069415.8,82625,,56702.5, , 
776507.58,4099625.8,103925,,, , 
776535.35,4075658.3,38800,1100,,3238.25,2.94
776562.64,4100343.3,24200,250,,935.025,3.74
776564.95,4096568.3,19175,,, , 
776574.95,4120863.3,6000,,, , 
776584.95,4046498.3,44775,,2867.75, , 
776612.75,4064613.3,102675,11325,22429.75,30880,2.73
776622.75,4074325.8,122375,1575,,2240.6,1.42
776627.88,4057678.3,123300,175,43260,267.6,1.53
776655.54,4094423.3,73000,,, , 
776680.49,4080938.3,159550,24700,42665,51117.5,2.07
776692.8,4090228.3,57325,1200,,6673.75,5.56
776694.12,4089142.1,141050,10950,194807.5,63782.5,5.82
776703.03,4123125.5,24475,,, , 
776717.7,4079006,31900,,8629.75, , 
776732.83,4076175.3,62650,6475,20518,19925.75,3.08
776752.69,4072200.8,133925,28000,82100,53205,1.9
776768.69,4039652.8,255025,,, , 
776779.87,4097593.5,649125,6450,,26450,4.1
776795.68,4121491.1,188275,5500,,22100,4.02
776814.95,4122608.3,7525,,4549.75, , 
776815.64,4089730.8,51925,,, , 
776817.88,4023055.9,221400,4450,12537.5,9659.25,2.17
776833,4094530.8,42200,,78117.5, , 
776834.43,4113110.6,88075,1950,,16174.25,8.29
776880.36,4098900.8,63900,7450,138295,48130,6.46
776909.95,4097603.3,649125,1150,,4399.75,3.83
776913.02,4116257.4,19475,,11532.5, , 
776930.59,4075413.3,25125,,, , 
776942.82,4060173.3,168475,1300,57477.5,2079.5,1.6
776967.99,4059143.3,62000,250,24826,421.675,1.69
776979.82,4117310.4,21050,,10943, , 
776994.95,4076763.3,535025,7500,306300,27530,3.67
776995.18,4093988.4,132300,28750,378000,182875,6.38
777010.05,4047235.8,77825,,, , 
777022.97,4048348.3,73375,325,2860.5,697.05,2.14
777030.22,4095110.9,39975,,, , 
777032.77,4092188.4,297800,5675,,31095,5.48
777034.95,4083223.3,345350,33250,7657.5,102702.5,3.09
777035.31,4060968.4,170125,7000,60612.5,17649.5,2.52
777037.78,4083125.8,345350,33250,,100240,3.01
777060.69,4055980.8,182900,20350,110362.5,48617.5,2.39
777065.2,4090675.9,99300,6100,130107.5,33667.5,5.52
777065.44,4037610.8,207700,,, , 
777082.52,4099761,22525,,, , 
777092.68,4062368.4,232125,9300,,19901,2.14
777092.74,4075713.4,102825,1450,,1991.4,1.37
777097.54,4099003.3,27550,2600,42480,14706,5.66
777105.83,4100364.3,66625,4350,,18510,4.26
777110.5,4093058.3,107900,400,,2145.525,5.36
777115.66,4066038.4,170475,2475,18579.75,4876.5,1.97
777120.14,4088488.3,42400,125,31985,529.675,4.24
777132.68,4076655.9,535025,8200,399025,26287.5,3.21
777151.05,4112557.1,200025,,, , 
777157.9,4098463.3,109725,,, , 
777160.56,4118882.6,145725,2875,,12090.5,4.21
777197.98,4081273.5,45200,,, , 
777215.35,4093825.8,29900,1750,4641.25,4578.75,2.62
777227.6,4072775.8,88075,10025,53537.5,20561.25,2.05
777230.31,4093345.7,61525,3900,56282.5,16892.5,4.33
777242.86,4050298.3,92825,19300,20765,24027.75,1.24
777250.36,4060130.8,78675,,, , 
777250.44,4094405.8,28475,575,16062.25,1875.3,3.26
777308.96,4100371.6,16700,2800,12501,9355.25,3.34
777330.23,4068850.8,89400,5250,22079.25,13072.5,2.49
777353.05,4079075.8,52100,,15943.75, , 
777375.44,4063973.4,118250,4600,31062.5,7901,1.72
777387.87,4097070.8,26825,875,43907.5,4141.5,4.73
777392.29,4101311.6,317725,1375,,6786.25,4.94
777412.8,4110616.3,255875,29500,,138802.5,4.73
777435.42,4054203.3,139750,,16936.75, , 
777439.95,4122618.3,1575,50,989.675,112.765,2.26
777447.95,4058365.8,46500,,4520, , 
777450.39,4084338.3,64900,,, , 
777450.73,4093458.3,89125,,, , 
777457.89,4099631.7,36875,6975,35172.5,20738.5,2.97
777475.52,4079578.3,1.00E+05,12875,44777.5,27300,2.12
777478.13,4099833.3,55225,4800,77672.5,18505.5,3.86
777482.95,4064663.3,134775,9600,18390.75,22354.75,2.33
777483.17,4089683.3,89175,775,17407.25,3370.75,4.35
777492.69,4052053.4,65600,,33050, , 
777500.39,4115147.8,200525,16575,207000,75990,4.58
777520.49,4093675.8,85675,2050,15246.25,8084.25,3.94
777538.88,4095734.4,299025,8425,,45010,5.34
777539.95,4075748.3,46875,,35215, , 
777540.43,4092470.8,44775,9875,70447.5,33932.5,3.44
777545.47,4094268.3,63450,7725,24991.75,27677.5,3.58
777552.83,4097198.3,39175,1175,13348,3309.75,2.82
777555.65,4078053.3,84000,,, , 
777593.07,4070023.3,124375,725,,1581.95,2.18
777605.61,4065475.8,100250,8200,70510,15643.75,1.91
777612.46,4122104.3,74200,14375,51402.5,60242.5,4.19
777640.25,4043515.9,135100,700,10675.25,2205.275,3.15
777661.38,4095448.7,80925,,44067.5, , 
777667.95,4091268.3,58200,9100,83985,38642.5,4.25
777680.16,4047073.3,278825,2000,,5017.5,2.51
777685.47,4068585.8,30450,375,5217.25,1380.9,3.68
777705.11,4060426.1,96700,9575,21384.75,18451,1.93
777710.18,4040543.4,123400,,, , 
777720.35,4097303.3,17675,25,,57.0025,2.28
777735.44,4094580.8,188800,4325,,23995.5,5.55
777747.67,4061970.8,115625,,9507.5, , 
777768.12,4073978.3,48925,1850,12542,2574.25,1.39
777779.95,4118793.3,20375,2925,16544.75,11372.5,3.89
777791.19,4092850,40450,,, , 
777819.95,4114923.3,10300,,765.975, , 
777862.53,4077428.3,39625,,, , 
777867.76,4098590.8,110550,6600,147342.5,43512.5,6.59
777870.56,4078523.3,84275,250,,420.425,1.68
777899.95,4114603.3,16725,,, , 
777910.48,4077775.8,36600,250,,407.25,1.63
777920.35,4096066,107600,7875,91907.5,33682.5,4.28
777940.26,4088543.3,39975,5625,47825,26137.5,4.65
777942.84,4073125.9,53325,950,,1684.55,1.77
777948.03,4097808.3,101775,10050,106597.5,50900,5.06
777952.66,4091513.3,147825,10325,,37022.5,3.59
777957.43,4092559,22375,550,14957.5,1358.075,2.47
777957.89,4093200.8,100050,,, , 
778005.58,4077003.3,32150,6625,20790.5,12074,1.82
778071.48,4098903.3,85575,8950,188877.5,39342.5,4.4
778080.56,4094065.8,37275,,, , 
778087.89,4094330.8,43925,2250,15961.25,10517.25,4.67
778095.57,4073401,61675,,, , 
778097.74,4098090.8,39450,4450,53570,15771,3.54
778099.35,4097097.3,33100,1850,16582.5,5888,3.18
778122.69,4093668.3,26400,100,,294.2,2.94
778135.27,4095085.8,100550,,, , 
778145.51,4091813.5,80700,1000,5211.75,3562,3.56
778150.14,4051265.8,348800,64000,268550,207652.5,3.25
778160.14,4117063.3,61275,5500,28275,16594.25,3.02
778165.26,4085400.8,110850,125,,271.575,2.17
778185.4,4096613.5,64800,,27447.5, , 
778200.5,4117663.3,87550,,, , 
778220.81,4065505.5,52575,,, , 
778275.69,4083063.3,179400,1150,,2011.925,1.75
778295.73,4092935.8,84950,5425,111920,29082.5,5.36
778300.2,4098255.8,92775,,, , 
778302.68,4058378.3,79375,,25445, , 
778333.03,4079395.8,49350,,7779, , 
778352.96,4076828.3,50900,6900,,11512.75,1.67
778357.07,4099838.2,93550,2950,,12514.5,4.24
778360.23,4076443.3,27875,10825,29312.5,21309.25,1.97
778365.45,4097065.8,61675,,, , 
778375.33,4103688.3,102700,,, , 
778381.09,4091060.4,135375,225,74830,918.725,4.08
778384.12,4053246.9,72575,4600,50190,11509,2.5
778388.11,4096328.3,61900,2775,90142.5,11343,4.09
778403.02,4112816.9,81925,21525,260400,194005,9.01
778424.77,4100750.5,42275,1600,18055,4205.5,2.63
778455.12,4094623.3,92175,,, , 
778457.87,4066900.8,95475,,, , 
778464.73,4081672.9,109875,13750,9869.25,28727.5,2.09
778473.54,4065572.3,71375,1800,65497.5,4707.5,2.62
778473.87,4099074.9,111175,,42555, , 
778483.26,4075020.8,36575,,, , 
778499.95,4112918.3,450,,41.8375, , 
778505.32,4089090.8,355625,12225,,52837.5,4.32
778505.36,4094933.3,108475,625,,2797,4.48
778512.87,4071188.2,263925,,, , 
778515.34,4042570.8,63125,1150,,3397.25,2.95
778515.43,4056405.8,150625,22000,100582.5,59892.5,2.72
778517.9,4056768.3,229850,925,128515,3155.75,3.41
778539.84,4124755.4,115700,,, , 
778550.18,4097190.8,55500,2200,,6814.75,3.1
778550.4,4099893.3,70575,1025,,5084.5,4.96
778552.83,4100068.3,81350,14425,121625,59282.5,4.11
778571.14,4092776.7,27750,,14768.25, , 
778575.44,4081988.3,71450,20325,47630,36987.5,1.82
778584.95,4100933.3,11075,350,,1061.725,3.03
778589.95,4094613.3,1275,450,3235,1671.2,3.71
778600.41,4079935.9,119000,19075,60347.5,50382.5,2.64
778652.71,4065401,71225,,, , 
778677.92,4099440.8,71450,8325,94540,42632.5,5.12
778683.16,4081790.8,42750,,, , 
778690.18,4095633.4,87225,,56787.5, , 
778690.52,4097768.3,101550,950,,4020.75,4.23
778719.95,4115483.3,7775,,4555.75, , 
778732.63,4086948.3,494950,215500,1535000,1316875,6.11
778752.93,4073830.9,73250,6025,8784.75,12720,2.11
778788.03,4074638.3,119700,,, , 
778800.34,4072148.3,110125,2825,1669.65,6011,2.13
778815.19,4099818.3,74575,,, , 
778838.64,4092531.1,103225,,2905.25, , 
778844.25,4093748.8,28900,,679.875, , 
778862.1,4093578.7,12825,,3901.25, , 
778875.27,4078088.3,97875,15300,,62795,4.1
778947.98,4100140.8,110875,2075,,9199.5,4.43
778966.37,4112872.6,31975,1500,34517.5,7224.75,4.82
778979.78,4078613.7,383825,8125,,23762.25,2.92
778980.19,4095270.8,44675,1150,47660,4553.75,3.96
779064.95,4115413.3,6300,525,5907.25,1299.275,2.47
779066.65,4098989.2,16625,,, , 
779067.14,4098568.4,52225,1925,18019.75,6593.25,3.43
779070.16,4099858,102500,3825,112272.5,19800,5.18
779073.98,4107624.6,243475,,, , 
779079.95,4095608.3,92400,3400,,16824,4.95
779102.99,4088525.8,15950,,9432.5, , 
779115.77,4098723.3,58425,9075,35525,28152.5,3.1
779120.23,4090513.3,107850,5150,,16696,3.24
779120.45,4053658.3,157825,33000,144960,89050,2.7
779123.04,4090238.3,52400,2250,26182.5,9721.5,4.32
779155.46,4055728.4,552450,12775,,21311,1.67
779197.86,4080138.3,131300,9825,34272.5,20016.25,2.04
779202.65,4094230.9,133950,4525,,22427.5,4.96
779210.23,4022865.9,294700,42750,58522.5,97647.5,2.28
779279.95,4046978.3,1050,,, , 
779300.27,4090318.3,54375,50,,161.1975,3.22
779317.92,4077660.8,72850,,, , 
779375.41,4099078.3,15575,1775,13369.25,5810.75,3.27
779377.64,4096283.3,48125,1625,46365,4407.5,2.71
779382.81,4059613.3,40775,,21670.5, , 
779385.55,4030578.3,114875,925,,2546,2.75
779387.71,4074613.3,46800,,, , 
779392.86,4099420.8,56425,,50032.5, , 
779405.4,4046758.2,193775,14775,,54010,3.66
779430.25,4098698.3,32700,25,7123,77.4,3.1
779452.74,4051120.8,226200,3350,,7043.5,2.1
779452.9,4047228.3,188425,14375,38885,46672.5,3.25
779455.4,4044195.8,186600,7750,,17920,2.31
779460.2,4068140.9,84050,1750,,5182.75,2.96
779485.19,4058243.4,248125,6850,79747.5,18927.75,2.76
779540.95,4095841.2,55550,350,67445,1318.05,3.77
779552.79,4047870.8,245650,10225,8684.5,16958,1.66
779563.03,4075813.3,150850,5025,,11298.75,2.25
779567.86,4081463.3,62075,900,8095,2377.725,2.64
779602.96,4074885.8,66900,950,3805.25,1742.95,1.83
779610.46,4122210.2,82900,16375,161922.5,97860,5.98
779617.93,4074590.8,86700,,6448, , 
779650.5,4096333.3,32950,700,22375.5,2109.725,3.01
779652.82,4077075.8,211175,21300,13923,35682.5,1.68
779682.89,4089231,35200,425,,1069.15,2.52
779700.21,4078320.8,104175,2200,,7131.25,3.24
779737.95,4066418.3,38300,,15567.5, , 
779762.77,4088008.3,38500,,32562.5, , 
779775.21,4097728.3,47750,25,2173.575,108.2025,4.33
779780.5,4042553.3,172025,6725,69580,13429.5,2
779790.53,4093033.3,115950,14100,148972.5,80642.5,5.72
779852.54,4038675.9,130900,7025,10290.25,14336.25,2.04
779860.35,4094265.8,92800,,, , 
779900.34,4039865.8,119500,8325,10429.75,17116,2.06
779932.87,4063393.5,969750,260000,1569850,1196525,4.61
779945.3,4080290.9,767450,252500,925400,916150,3.63
779945.49,4085965.8,34600,750,23126.75,2075.125,2.77
779992.95,4122388.8,62075,4000,55647.5,17097.25,4.27
779997.86,4060985.7,162650,,, , 
780032.57,4051213.3,108850,425,,777.325,1.83
780077.71,4067183.4,424100,6500,,22903.5,3.52
780080.26,4072613.4,330675,,21017.25, , 
780100.68,4092653.3,60050,8000,77657.5,32350,4.04
780108.11,4094893.4,61125,6125,125270,32375,5.29
780115.57,4075265.8,59150,,, , 
780127.62,4054103.3,219925,,, , 
780134.95,4076775.8,24425,,1952.8, , 
780154.95,4067383.3,424100,250,,918.375,3.67
780160.16,4084288.3,67875,6825,17228.25,13849.25,2.03
780164.95,4057888.3,19050,2200,487.225,2809.5,1.28
780172.96,4070640.8,163675,125,,188.935,1.51
780175.5,4038530.8,118575,2800,,5488.5,1.96
780184.95,4117653.3,8025,2925,8431.75,6338.75,2.17
780191.87,4116911.3,264225,24450,,98635,4.03
780197.86,4068780.9,176450,13775,90017.5,37265,2.71
780200.38,4075773.4,86025,875,,1966.2,2.25
780210.07,4092960.9,67400,7550,23156.5,31052.5,4.11
780210.42,4093758.4,110700,875,46077.5,5179.5,5.92
780232.72,4081095.8,43525,,, , 
780235.34,4036540.8,360850,,, , 
780250.41,4098068.4,128300,44500,492200,323800,7.26
780267.87,4095194.4,86125,50,31440,355.2,7.1
780270.45,4097440.9,88125,,, , 
780280.47,4083335.8,105150,1200,54342.5,3555.75,2.96
780328.14,4100493,105075,1025,,4945.25,4.82
780329.95,4100493.3,105075,250,,1055.25,4.22
780342.71,4062213.3,120050,19775,59762.5,36572.5,1.85
780347.92,4077803.3,54525,,, , 
780352.32,4098529.4,46175,5450,91555,35817.5,6.57
780424.38,4121653,243000,26750,135080,62860,2.35
780429.95,4118163.3,8025,1475,2903.5,2727,1.85
780444.95,4083438.3,225,,4.63625, , 
780455.18,4076140.8,123575,19325,36470,36087.5,1.87
780460.61,4078728.4,96900,16100,47222.5,30000,1.86
780465.32,4047261.1,106650,10625,36627.5,24137,2.27
780480.67,4091688.3,119650,17900,233640,104667.5,5.85
780520.13,4061695.8,92275,,, , 
780520.33,4060933.3,141600,12650,50575,22033.75,1.74
780524.87,4096234.6,90300,16450,162120,83857.5,5.1
780542.78,4060450.8,146275,34500,45952.5,63952.5,1.85
780544.95,4119803.3,8025,,, , 
780545.45,4092103.3,74350,,, , 
780548.56,4098654.9,25525,2200,42190,10152.5,4.61
780550.3,4093413.4,52825,4000,13399.25,13563.5,3.39
780550.41,4089738.3,58275,150,,512.975,3.42
780552.57,4051130.8,43200,3600,14147.75,6052.5,1.68
780555.55,4095545.8,86600,1350,54657.5,7220.5,5.35
780589.95,4093828.3,95700,21325,129937.5,106425,4.99
780595.49,4036985.8,162150,21000,305475,165462.5,7.88
780618,4055883.4,186450,20725,91972.5,32907.5,1.59
780664.57,4097771.2,78500,5675,120815,33795,5.96
780670.57,4092685.8,88275,500,18707.75,1805.55,3.61
780720.28,4025603.3,560200,63250,565850,314675,4.97
780735.72,4074560.8,133200,,, , 
780737.75,4082855.8,191400,34500,148417.5,172485,5.01
780742.69,4057800.8,233500,225,90932.5,435.425,1.94
780743.1,4097168.3,133575,9350,112297.5,57900,6.19
780827.86,4059368.3,89475,675,2775.25,1738,2.57
